,video_id,t1,t2,t3,t4,t5,t6,t7
1115,Aj6vXhN-g6k,,0.195629,,,,0.3730139,0.428745
1116,EUJ8333SN3s,,,,,,,0.996987
1117,W3VDcUP60sE,,0.5693625,,,,,0.42910147
1118,PfgMdGWVyiQ,,,,,,,0.9977215
1119,otHviixLykI,,,,,,,0.99667186
1120,kkvzHjuZAb8,,0.7786392,,,,,0.21958487
1121,rPUccVeV4I0,,0.81186086,,,,,0.18588921
1122,uWUztGO5puE,,0.77996534,,,,0.013551222,0.20497768
1123,31ZIhan9eu8,,0.28881735,,,,,0.70563596
1124,EIc6v4C0_-w,,0.7627923,,,,,0.23517458
1125,Luq2IdQvwWc,,0.05323004,,,,,0.9452727
1126,1bEoAI5DMrA,,0.12272176,,,,,0.87412775
1127,YVpQ4xV_VB0,,0.51873004,,,,,0.47943342
1128,7yjea4JxBX8,,0.13730325,,,,,0.8612201
1129,ByCDKBBhdZg,,,,,,,0.9967726
1130,pdUKug8XahU,,0.6145551,,,,,0.38206872
1131,v5PEXWv--G8,,0.7223057,,,,,0.27561387
1132,sSgqyd2Mcdc,,0.7798433,,,,,0.21801436
1133,ddDvm7C1RMo,,0.4610845,,,,0.1574877,0.37962827
1134,HQgdLvSlQdc,,0.6969755,,,,,0.30070812
1135,0tx3nmA2pSM,,0.013509495,,,,,0.984623
1136,vcYlYRRHsCI,,0.019087449,,,,,0.9783401
1137,ZJ6hc9Scd3s,,0.060871933,,,,,0.9355171
1138,hCl7IR16U7A,,,,,,,0.98543715
1139,QBHws9hPJYs,,0.2201554,,,,,0.7779916
1140,7PCj7_buAik,,,,,,,0.99788946
1141,VCf6PX0PKNE,,0.6215786,,,,0.06052838,0.31679896
1142,_i83H3FDGw8,,0.45050743,,,,0.21685255,0.32190317
1143,desL7v-gBUk,,,,,,,0.9918119
1144,f-iD0YrkFfI,,,,,,,0.9974595
1145,jWTbZLPoYKc,,0.06278781,,,,,0.9352467
1146,GDtkEbxY_6k,,0.77164125,,,,,0.22527255
1147,XeXt1T3p8UI,,0.5726816,,,,,0.42448983
1148,w2BdiAbz6iA,,0.7409454,,,,,0.25792915
1149,OzLxTjwqRjw,,0.4497279,,,,0.06686907,0.4823131
1150,NLfAQQlSOwc,,,,,,,0.9978318
1151,aDWgr7YEdTA,,,,,,,0.9982064
1152,uDqmLrpMz7A,,,,,,,0.9957481
1153,92vWhjZmNbg,,0.15811907,,,,0.21126674,0.6293856
1154,TL1LLfmtD0w,,,,,,,0.9966175
1155,ZADtgM56wvE,,0.056813862,,,,0.07119281,0.8694625
1156,_3JZRxVPuew,,0.04108445,,,,,0.9574648
1157,RzGCFDYKQM0,,0.19562754,,,,0.3730159,0.42874447
1158,rGLDGoG0DJU,,0.10265594,,,,0.040302984,0.85489696
1159,No5RbW1A2Ss,,0.77024305,,,,,0.22692877
1160,f-dH7_WUwI8,,0.8058762,,,,,0.19226044
1161,EDecUtVfKmU,,0.03741611,,,,,0.95897293
1162,ULd_sxplvf4,,0.4970495,,,,0.013802511,0.48794824
1163,9AIJpbokB80,,,,,,,0.99430585
1164,2_azRm5CQ7g,,0.6560182,,,,,0.34206313
1165,CCQ8NJUz2Ss,,0.8959563,,,,,0.10166701
1166,YcPm16U55sE,,,,,,,0.9975664
1167,Maz7qkLzwYw,,,,,,,0.99765974
1168,tJW0ZYxQqgs,,0.7359522,,,,,0.2614925
1169,ulrFWWk9UM8,,0.06796627,,,,,0.92417467
1170,CAZ0aH-hiUU,,,,,,,0.99720275
1171,0siMCwXf6-E,,0.77188694,,,,,0.22511935
1172,UlN8xu5ooYo,,0.12198928,,,,0.22695674,0.6495798
1173,lTTOaXffYZc,,,,,,,0.99120253
1174,DRVQqndA7rA,,0.83683264,,,,,0.16114594
1175,gLO7643fT1E,,0.17779899,,,,0.22316222,0.5971056
1176,QrK7pGmwlNY,,0.7475457,,,,,0.250124
1177,qxwMlYMMSnI,,0.71755487,,,,,0.28098357
1178,1eJYl5y6q6M,,0.7799117,,,,,0.21824686
1179,5qXUy5EQb1c,,,,,,,0.99207115
1180,zwOcWuAbuxs,,0.49536678,0.031493984,,,0.05593936,0.41643107
1181,1CEDr7VvNaw,,0.62423366,,,,,0.3739125
1182,6tpe_6ILN5k,,0.7668861,,,,,0.23119567
1183,68uhLlX6BJI,,,,,,0.2725088,0.7159511
1184,jW0a3UikQqk,,0.16722097,,,,0.044622295,0.7859816
1185,TTTGiUi9Jfw,,0.7669258,,,,,0.23093072
1186,nGplsMkStVM,,0.88063186,,,,,0.11538954
1187,5_C8oa8zkAE,,0.64391655,,,,,0.3544792
1188,NM3u-0eKVFE,,0.79827434,,,,,0.19894199
1189,CBZHavTlT6w,,0.5173079,,,,,0.48062357
1190,MzaQrNUrXoY,,0.67393064,,,,,0.32261094
1191,diRhFErwN_g,,0.65206516,,,,,0.33746806
1192,fGtO7oE1Bhk,,0.070833676,,,,0.05460749,0.87344897
1193,bMOtP68xR6g,,0.57828003,,,,,0.42050886
1194,5Ay1RLg9_Pk,,,,,,,0.99835414
1195,57ISNozMfYk,,0.5700375,,,,,0.4233275
1196,-hSOuK7qBgM,,0.5146966,,,,0.15512785,0.32834798
1197,ZRmRamdNFHg,,0.7815414,,,,,0.21650863
1198,niExdgR14Gk,,0.6158704,,,,,0.38223135
1199,mVV2fF352qk,,0.43607774,,,,,0.5618355
1200,4m4GqChBz4Q,,0.052766643,,,,,0.9457371
1201,n95wxMxz_us,,0.15631245,,,,0.20114787,0.64048254
1202,rvhH0DW85DA,,0.3704871,,,,0.08711135,0.54008394
1203,_v5IzvVTw7A,,0.6143438,,,,,0.38340184
1204,k_GM1JA608Y,,0.51036936,,,,,0.48696002
1205,uDEIyjm-Uls,,0.44196576,,,,0.1400212,0.41622034
1206,l0HmxGNQ_ao,,0.67627007,,,,,0.32199794
1207,KuoHW5EiJdQ,,0.56157947,,,,,0.43700886
1208,im0FA2X6fp0,,0.6730428,,,,,0.32480106
1209,PDdNGsqi1Ho,,,,,,,0.99757123
1210,g6QZcvqyE-Y,,0.15712862,,,,0.055985495,0.7855038
1211,K0wpV0xRKXg,,0.045017596,,,,,0.9534563
1212,WbGaqJehEHw,,,,,,,0.9967098
1213,iKkIrd-OMvM,,0.014969586,,,,,0.98325026
1214,G0inmw5q6kk,,0.060872238,,,,,0.9355168
1215,8eWGcKR3ho4,,0.15122429,,,,0.15423821,0.69287837
1216,qA-8_OpUdEM,,0.71185905,,,,,0.28669792
1217,jsumNIdzAZs,,0.07027194,,,,,0.9276122
1218,BSMOp8nBKes,,0.5412277,,,,0.1852551,0.27195016
1219,efkQrXv4ckc,,0.69340515,,,,,0.30464464
1220,oY9e59FS7Tw,,0.0807884,,,,,0.91704166
1221,fsGEkCw_B70,,0.11461927,,,,,0.88309497
1222,33THbvTODdM,,0.10273516,,,,,0.89503646
1223,al_5-BDDFPs,,0.8035322,,,,,0.19435084
1224,uNSyXJte4TU,,0.3067019,,,,0.013442279,0.6783295
1225,sMib1nMCdfc,,,,,,,0.9946984
1226,3mQh7mFgeBc,,,,,,,0.99583036
1227,bTUytmEYx6s,,0.78618354,,,,,0.21140438
1228,hFVXBUZlQyY,,0.16418768,,,,,0.8345807
1229,9kxeOShI5Dc,,0.019023394,0.04305907,,,,0.9359093
1230,Laz6NL55FD4,,0.50352454,,,,,0.494121
1231,keziN-DEK6M,,,,,,,0.99132746
1232,SKFlz4to3ks,,0.6782944,,,,0.07284025,0.2472348
1233,lojuls2PmYs,,,,,,,0.99873275
1234,P33QHwPqdWM,,0.046674084,,,,,0.9481426
1235,l3daDnnz-2o,,0.13924372,,,,,0.85860217
1236,3C18M-bsmxY,,0.093835816,,,,,0.9047103
1237,gLQTKwY-vJI,,0.7645561,,,,,0.23250921
1238,HubbDiz0nsc,,0.6929254,,,,,0.3045019
1239,2Ohf1owHuQ8,,0.20524666,,,,0.1200865,0.67230225
1240,ouiOZsIatGQ,,0.5402839,,,,,0.45778188
1241,zHaPSrpyYlE,,0.2648238,0.04622839,,,,0.68631047
1242,tIqlu4sm5OQ,,,,,,,0.9971272
1243,ImO-vBmL4gk,,0.116443016,,,,0.11912313,0.7606935
1244,R_8BsUZIHgc,,0.7242305,,,,,0.27242362
1245,iTZlYpaOZfw,,0.031193398,,,,,0.9654945
1246,jPFiDIYUUxo,0.011913661,0.92834383,0.011919157,0.011908858,0.011908859,0.0119846305,0.01202103
1247,DJDBe5s59b0,,,,,,,0.9963154
1248,G_VUD7r0gVA,,0.74013793,,,,,0.25665438
1249,cdt5mIzIFco,,,,,,,0.99739724
1250,TAt2EMsszuk,,,,,,,0.99555314
1251,rfYydagxcJI,,,,,,,0.99114275
1252,CQtpiBqVQyY,,0.210012,,,,0.45527145,0.3325235
1253,aZ_0mh9Z4AQ,,0.53764397,,,,0.05130905,0.40998116
1254,85_fSnZ6NUM,,,,,,,0.99697477
1255,UaK5xguzD_A,,0.010949389,,,,,0.98627836
1256,_o-D-bgXAKM,,0.6730326,,,,,0.3259148
1257,N4zVExS5mgg,,0.07218166,,,,,0.92465425
1258,6oTCwTLV-Kw,,0.4844091,,,,0.17026894,0.34348837
1259,e6DuYZeVx2M,,0.87276673,,,,,0.12515892
1260,pcbfAuehGsc,,0.06077366,,,,,0.9379528
1261,wtSlhqHolso,,0.3162494,,,,0.1638694,0.5183751
1262,ydzC7jb5C4s,,0.7194073,,,,,0.27910984
1263,vv1W0C920oE,,0.15674867,,,,0.15038472,0.69044316
1264,KW2Xk8fksfM,,,,,,,0.99086416
1265,qPR27T-1vag,,,,,,,0.9971742
1266,Ws7S5lXw7zk,,0.6543993,,,,0.017529441,0.3268792
1267,Kp1vy6fBhPM,,,,,,,0.9963764
1268,tAi2tkbsaxA,,0.2719547,,,,0.14275746,0.5830081
1269,xkzh7mfY1ik,,0.689277,,,,,0.30819514
1270,XhEOpqwZeNQ,,0.800125,,,,,0.1977071
1271,cyJ7aWLWSSM,,0.6219685,,,,0.1291331,0.2468548
1272,OiKQpnWndOg,,0.69836175,,,,,0.2994636
1273,ElRn6AX9IBs,,0.7058403,,,,,0.29251155
1274,VWbYR1z467Y,,0.65887165,,,,,0.33908764
1275,M-NRyniYjeE,,0.31125388,,,,0.40350217,0.2833046
1276,EavSblb031o,,0.5836519,,,,0.058957737,0.35520676
1277,IKAKcgYIHWY,,0.75358254,,,,,0.24412447
1278,NLyZHFTNGfw,,,,,,,0.9982064
1279,16ayIgVCb5c,,0.6355659,,,,,0.36361513
1280,yEV9MGrxbEU,,0.7443813,,,,,0.25402126
1281,GWRwuilpbGw,,0.7814346,,,,,0.21629432
1282,HvAOiZEJI-k,,0.050058734,,,,0.6780425,0.26829875
1283,dcszY8OP-zw,,0.5317325,,,,,0.46636993
1284,8MkyTIU_ZLk,,,,,,,0.99631584
1285,0pO7DWIfR6Y,,0.8698686,,,,,0.12374566
1286,HPfjKPzitIQ,,0.57536185,,,,,0.42280874
1287,vzB-rxPF6cw,,,,,,,0.99717504
1288,pBfkVKvQrcU,,0.2132984,,,,,0.78562295
1289,H-gQLLUU5fM,,0.7272216,,,,,0.27034515
1290,Cp9UoJxW89U,,,,,,,0.99719375
1291,22OcG-OAdQw,,0.2928397,,,,0.074268065,0.6301019
1292,65EY5fbwJCY,,0.3020859,,,,0.022483224,0.67380965
1293,mdRpgWYWCZg,,0.30140287,,,,0.23294523,0.46395418
1294,ohbpuBO6-9Q,,,,,,,0.9960422
1295,9Cor70qmThU,,0.51867515,,,,,0.47926784
1296,TQ8SpKaXkWg,,0.05084254,,,,,0.9469343
1297,nPFYvVuqZLI,,0.10245989,,,,,0.8951307
1298,0JBz0W6KW04,,0.5091075,,,,,0.4896168
1299,gE92XtxCnyg,,0.74719965,,,,,0.25058472
1300,OCWRdrpQ83w,,0.7808075,,,,,0.21665533
1301,haMV_nkkYsA,,0.39450443,,,,0.16514069,0.43902928
1302,5GhCaAkWuSo,,0.03427656,,,,,0.9635943
1303,WY7-Q6JKijs,,0.77779055,,,,0.07417861,0.14584656
1304,HfnQfO9p5EE,,,,,,,0.99323946
1305,HEZqanWT27w,,0.69700223,,,,,0.3003673
1306,A6ijaVcLWE0,,,,,,,0.99354553
1307,vpAiZBrzQdM,,0.28105888,,,,,0.7168426
1308,e7IH8MjUuUo,,0.23867229,,,,0.2246479,0.5354301
1309,sc69B9b-TVw,,0.12624297,,,,,0.87004817
1310,zlIMsqn1etk,,,,,,,0.9971075
1311,qWl7vdTFJqM,,,,,,,0.99609673
1312,fJATz_Mu2Wg,,,,,,,0.99665856
1313,BYdntBKpJnw,,0.16361387,,,,0.17143044,0.6639575
1314,NYl97rTsevQ,,,,,,,0.9968675
1315,8wSYgT9shSY,,0.09905963,0.06617238,,,0.34406832,0.489216
1316,iJvr0VPsn-s,,0.6094217,,,,,0.388812
1317,r_8yFIYxP4s,,0.66687214,,,,,0.33153376
1318,xeUlGnNUut8,,0.76986533,,,,,0.22755192
1319,mJ22d23rCXA,,0.7598145,,,,,0.23846972
1320,L9Jqnyt__Ps,,0.23287211,,,,0.10941389,0.6546218
1321,9mRxyH0RWuQ,,0.1550213,,,,,0.8435621
1322,tNCwvihWO78,,0.11763403,,,,0.4056966,0.47475493
1323,G7LVgdfCNOw,,,,,,,0.99324095
1324,ibVhqq9Asqw,,0.43725148,,,,0.16281465,0.39870828
1325,j3T_imAj6uI,,,,,,,0.9982921
1326,vyNrgSue3E4,,0.7132004,,,,,0.28535753
1327,6ysFDaHpMfg,,0.7244572,,,,,0.2724859
1328,Gqubax7O1bY,,,,,,,0.99773395
1329,K7pEmHo1CkQ,,0.6673665,,,,,0.33092177
1330,fURkRSbO20k,,0.82231355,,,,,0.17493416
1331,h22xb2x0sTc,,0.18964095,,,,0.4531686,0.3552836
1332,ig5t1nU-mxk,,,,,,,0.9980661
1333,bp65vZEzIuo,,0.174232,,,,0.3963949,0.42726985
1334,KXjbppME-hg,,0.3631516,0.05499941,,,,0.5761783
1335,VftseA5k7Zk,,0.67437524,,,,,0.32359174
1336,idjy3AUmozY,,0.57267827,,,,,0.42449322
1337,JwX4gQzudYM,,,,,,,0.99746615
1338,DFEi8gKMqIM,,0.074107796,,,,,0.92312
1339,4vY0NqKNmB4,,,,,,,0.9968658
1340,qTO7959ySss,,0.5729307,,,,,0.425594
1341,xSP8u4iiLEg,,0.48099715,,,,,0.51700425
1342,ZfgNiVjKAzc,,0.31741977,,,,0.18772891,0.49323422
1343,XnFh3s74Dxg,,0.44309115,,,,,0.55547947
1344,IDJd_9CMkEg,,0.7598048,,,,,0.23758402
1345,s8aCPlUhXTg,,0.2515705,,,,0.036810614,0.7099156
1346,ynyKcAvvQ1w,,0.44196576,,,,0.14002115,0.41622037
1347,fiYNaTeRYC8,,0.4100649,,,,,0.58085287
1348,aHKqhRjRkbE,,0.78385425,,,,,0.21388148
1349,BOFZGCwoRmo,,0.6215789,,,,0.06052777,0.3167993
1350,RtmHCT8WQRI,,0.1869058,,,,0.29985806,0.5112216
1351,zHwi3Yq6tZM,,0.016812738,,,,,0.9804975
1352,NYRsJnViBgs,,0.11675226,,,,,0.88125527
1353,wNLbP45aTO8,,0.4766005,,,,0.12510903,0.3963829
1354,0yfF0Mri_t8,,,,,,,0.9970989
1355,YyMiZCXRMQY,,0.14616919,,,,0.12212635,0.73036104
1356,r7svkjbsnK8,,0.5878372,,,,0.10787501,0.30253065
1357,-CVqAVX5aAc,,0.5812061,,,,,0.41653368
1358,1heyQv9Xt0U,0.65343857,,,,,,0.33961165
1359,ujeJRUOObus,0.3037302,,,,,,0.6878562
1360,8IJYRbiBfzE,0.05570146,,,,,,0.94180626
1361,3sjETjMzNeI,0.083326325,,,,,,0.91480106
1362,L8bC1o6_GC4,,,0.0514211,,,0.46749538,0.47086605
1363,IHC7Nz_pQQY,,,,,,,0.99757934
1364,_4D3vdc3iHk,0.22360823,,,,,,0.77399147
1365,YrumXcUU-CY,0.06495606,,,,,,0.913374
1366,nlu4MGkYdAo,0.026385192,,,,,,0.9658417
1367,U_yt5_gUv2s,0.2681281,,,,,,0.73003244
1368,JQnsAIbt6rw,0.06213149,0.105841,,,,,0.8300795
1369,gHZ1Qz0KiKM,,,,,,,0.99863505
1370,mWfERIuHjn8,,,,,,,0.996566
1371,EHZqE7iwqv8,,,,,,,0.99595004
1372,hX9ePMR5H_w,0.150963,,,,,,0.8454251
1373,W2OQctsKXic,0.044552606,,,,,,0.9500667
1374,LnBxJHnvU9Q,0.5038283,,,,,,0.49259517
1375,GCcQdcN7AAg,0.38868117,,,,,,0.6077944
1376,JDJQuF7FPZA,0.04839401,,,,,,0.9479554
1377,F74Jm3cHARU,0.24144566,,,,,,0.73102665
1378,LC33FmljLHw,0.09595526,,,,,,0.9027318
1379,MhM0I1-YH5A,,,,,,,0.99688846
1380,C5TbF2XPDVM,0.2968255,,,,,,0.6953113
1381,x06yBIHu26o,0.3073628,,,,,,0.69122285
1382,IqfKSJXx_04,0.24769768,,,,,,0.7500882
1383,G-zdp58o0xs,0.032605033,,0.048878454,,,,0.9153382
1384,XlGYNm4aR64,,,,,,,0.9883766
1385,kFpahFK62Yw,,,,,,,0.99748766
1386,xHEFzTm6xD0,0.019804271,,,,,,0.97731173
1387,pmqbhpWC0Ho,,,,,,,0.9934929
1388,DTGN4ZvESqE,,,,,,,0.99132365
1389,GIjAKAup4C4,0.049526896,,,,,,0.94725126
1390,8TgFbGeHQL0,,,,,,,0.99158156
1391,L-WZtlDPcJ0,,,,,,,0.98132217
1392,mxsOQmc3XH8,,,,,,,0.9929605
1393,JgJS85XodJY,0.2556344,,,,,,0.7393292
1394,5Lvi734J8WM,0.057866056,,,,,,0.9389398
1395,uUxLs24Eeuw,,,0.068006314,,,,0.91644377
1396,6dRgHLqGuMI,,,,,,0.16095924,0.8378193
1397,Dobxy3jOVtg,0.054577235,,,,,,0.9378769
1398,7TMk6u_FYMk,,,,,,,0.995828
1399,G2hn3xu2jrg,0.1998212,,,,,,0.79280263
1400,fVcMGlyt5WE,0.031871065,0.029087143,,,,0.13906138,0.798618
1401,bx1_u_5gav0,0.017970266,,,,,,0.9808073
1402,KMLiY0lqetg,0.03623332,,,,,,0.9595593
1403,EWZJvPdpso8,,,,,,,0.99760854
1404,-YYc2J5E9J0,,,,,,,0.9953259
1405,XLUyCIyDgxg,0.036772937,,,,,,0.95961016
1406,xpG0Vp4y8xo,,,,,,,0.99583125
1407,PevVq49oni4,0.049636446,,,,,,0.9474064
1408,KAJ7mpUXcJg,,,0.13124768,,,,0.85249555
1409,S5MOQM6TucY,,,,,,,0.97797996
1410,ssuq4NOkPmk,0.08702567,,,,,,0.9082686
1411,nLHAZprl8XM,,,,,,0.16096069,0.8378178
1412,-jt27VdCiTE,0.24579845,,,,,,0.7490141
1413,U0-wpnJBp5Q,,,,,,,0.99678284
1414,cMraPfMvIIo,0.16381998,,,,,,0.83001226
1415,OmMJU4g2X0A,0.2012641,,,,,,0.7951594
1416,mbttgMpJFHU,0.24121892,,,,,,0.7482626
1417,vHPvQ_f5Qos,,0.013594423,,,,,0.9841958
1418,dUkU6O4p7Lw,0.01881242,,,,,,0.9802188
1419,rmyg0_YVkEk,,,,,,,0.99919444
1420,9qN1O6CVAk4,0.11079009,,,,,,0.88554054
1421,bUijOzaPfr8,0.3454336,,,,,,0.65290636
1422,L9FBI1kOEHo,0.024949672,,,,,,0.97326094
1423,F8ttxZijunY,,,,,,,0.9958899
1424,_JBYFdQkWtc,0.31621203,,,,,,0.67819965
1425,TXJv_vtOAG8,,,,,,,0.98282945
1426,dhtnMdb7pw8,0.118430994,,,,,,0.8627449
1427,VynN_h9nt2k,0.28277496,,,,,,0.71469563
1428,eCy7n8IiJVE,0.110298514,,,,,,0.8851994
1429,odqGrR7hMhA,0.043554705,,,,,,0.95431644
1430,FlWztnm3WCM,,0.073562674,,,,0.36570004,0.55938447
1431,ZsCw5S5DSKE,,,,,,,0.9966418
1432,js1qBMfR4Vg,0.2604129,,,,,,0.73075503
1433,uRDlGp6o4Cw,0.017969484,,,,,,0.980808
1434,0a88Y71-m3I,,,,,,,0.9979602
1435,gtK9xpy8OsE,0.100351065,,,,,,0.8967732
1436,OipDSdbO3Yk,,,,,,,0.9935426
1437,Wo_N6nWu86E,0.08275865,,,,,,0.9117385
1438,Hxcfp7_eyjA,0.12955835,,,,,,0.86808
1439,gta2OhctTYg,0.10667393,,,,,,0.8758638
1440,ojCapoaCJ6k,0.38290083,,,,,,0.6033404
1441,g03AkUkxYCg,0.113473415,,,,,,0.8836884
1442,o_BIB7plZhc,,,,,,,0.9918249
1443,r-LDE4snxTU,0.34100172,,,,,,0.65576136
1444,TX6JDEPZgtU,0.08472014,,,,,,0.91214126
1445,KZYk-8T9vvk,,,,,,,0.9973571
1446,kJ2Nw1d_S88,0.0999009,,,,,,0.8964666
1447,GaAPF2SGI9c,0.10288149,,,,,,0.8958521
1448,ePo7eHIWVps,0.087416485,,,,,,0.90614164
1449,vlr-C8FSmS8,0.058864336,,,,,,0.93333983
1450,Syz0Kl_58ow,,,,,,,0.98885727
1451,N28RH0gjeoA,,,,,,,0.9958465
1452,1c0Th8-809k,0.074560314,,,,,,0.923342
1453,CpJaIo10nz4,,,,,,,0.99568415
1454,VSJqkrazDjA,,,,,,,0.99766684
1455,XsGzwzLUttQ,0.30998072,,,,,,0.6888598
1456,SS4XLQuKFYg,,,,,,,0.9800217
1457,jIPL2pkdPU8,,,,,,,0.9681878
1458,VRPwpkVDFt8,,,,,,,0.99294555
1459,sjoWSxhVmHs,,,,,,,0.99722046
1460,YBkqBMVbtOs,0.41844463,,,,,,0.5788948
1461,Xdd6P8m9KHM,0.07689644,,,,,,0.91876847
1462,Z3LkBArbMn8,0.2714136,,,,,,0.7251302
1463,VtKyQY9R1rI,,,,,,,0.99290186
1464,IDoe_jPxSCk,0.36725512,,0.013623853,,,,0.61497474
1465,H8nyZ9Djh-4,0.4480798,,,,,,0.54876703
1466,TsMhbC1GQn8,0.42351866,,,,,,0.5750949
1467,qY4hcCJZLDM,0.2815202,,,,,,0.7155727
1468,1uEYzaG-45s,,,,,,0.12031321,0.8768458
1469,jxTQudByJNs,,,,,,,0.9956822
1470,asgNomYhXRs,,,,,,,0.991822
1471,_hH2IZfmjdU,,,,,,0.041651115,0.9501208
1472,LG3Lmc_t_bA,,,,,,,0.99713534
1473,eJvwzdR6xyk,0.2359094,0.012921923,,,,,0.74435663
1474,fFpeFHtrWiY,0.03467891,0.20362706,,,,,0.75983506
1475,mo8BQbL5HTE,0.3328972,,,,,,0.65859
1476,634BWmkKAsc,,,,,,,0.9859354
1477,nDgiyCGTZtM,,,,,,,0.99629533
1478,YulnxwEHl2Y,0.015947334,0.015895827,0.015883878,0.015880352,0.015880352,0.015889795,0.90462244
1479,-todavd92_8,0.09738604,,,,,,0.8993629
1480,VAk-THmqJPE,0.1820397,,,,,,0.8108795
1481,H-4Lx-h73_c,,,,,,,0.9983931
1482,ngiyMw3NfLc,,,,,,,0.982471
1483,xEo9L2W91cg,,,,,,,0.99166435
1484,pLE796eL090,0.14104886,,,,,,0.8569525
1485,wvnAlRQ_Ums,0.4295207,,,,,,0.5689273
1486,vdj1OZ0JbMY,0.21467195,,,,,,0.7818549
1487,Uspy0zK_oKY,0.09010283,,,,,,0.90683943
1488,ANV__H7KloE,0.12732139,,,,,,0.86482143
1489,JIIMEdp0apo,0.08839397,,,,,,0.8739653
1490,7aMe4urx6r8,0.11713998,,,,,,0.8676518
1491,YRCngWau2GE,,,,,,,0.9986516
1492,KegLQXejk4g,,,,,,,0.9981164
1493,eszG82OPe4c,0.081034645,,,,,,0.913243
1494,BapAC0B4kn8,0.36218557,,,,,,0.63551366
1495,P0PQ8q3Bkuo,,,,,,,0.9973497
1496,rXXn5Jxx1y8,0.32099015,,,,,,0.67378867
1497,WtA4BtlEOzg,0.059409276,,,,,,0.93079174
1498,bqs2pt3Eu4s,0.34092194,,,,,,0.6551693
1499,F26ThOj7ut4,0.24917722,,,,,,0.75002605
1500,B7-3e-_848w,,,,,,,0.99770874
1501,kme3Zdf3tmA,,,,,,,0.96097016
1502,mhOpjPFHK2s,0.15941127,,,,,,0.83670115
1503,lzuE4gGj8_k,,,,,,,0.9925331
1504,Ko75zhPwKks,0.012001981,,,,,0.060286026,0.92660683
1505,FjQn1CqjL_4,0.061554756,,,,,,0.9320602
1506,RfyXhkhe3J0,,,0.0742913,,,,0.9230494
1507,7cUZprilZWo,,,,,,,0.9978585
1508,9kzaNrEhOag,,,,,,,0.96926135
1509,1g3eurcG0Fc,0.029719604,,,,,,0.96799463
1510,6ZTpYGpwPJA,,,,,,,0.99817723
1511,5dPAW5EQ_Xk,0.32929218,,,,,,0.6648463
1512,5yRL2Fq_Vqg,,,,,,,0.9880741
1513,znvyUbeyxQ8,0.037845097,,,,,,0.9598439
1514,E7ACiz_avF0,,,0.014550071,,,,0.9830085
1515,WzwRBSg1nXM,0.6273282,,,,,,0.36712587
1516,TNPERAbvXG0,0.40542465,,,,,,0.58942825
1517,Wu9NpYxBJzo,,0.10764434,,,,,0.88804084
1518,1x8xN04KLK4,,,,,,0.052864745,0.94196314
1519,MxRaml1oPa4,,,,,,0.110287115,0.88666916
1520,OTpl0HFxbZE,0.12377294,,,,,,0.8722305
1521,BQ3If8wmRmE,0.1483568,,,,,0.013842535,0.8344325
1522,7Jbkjofev30,,,,,,,0.99751097
1523,REhG2aW3hbU,,,0.038447313,,,,0.95782405
1524,FUyywAD2eVA,0.02441226,,,,,,0.97504234
1525,nEC1xp0-zB0,,,,,,,0.9974278
1526,ltPIN4NA2KU,0.050558645,,,,,,0.94665706
1527,YrdN2CRVlVY,0.29251966,,,,,,0.705891
1528,syZqO7M0deg,0.15493333,,,,,,0.8424072
1529,dg69erDLfw4,0.29535392,,,,,,0.70264655
1530,OnC3ZuC5W5w,0.089347675,,,,,,0.8795703
1531,U42rBNV6FOg,0.114027984,,,,,,0.8803847
1532,RiQ5xSjhlFs,,,,,,,0.98754954
1533,9itC8o6qEYY,,,,,,,0.98409915
1534,k1In9h4R2QU,,,,,,0.032767374,0.96479756
1535,sx7srw6S9m0,0.3765139,,,,,,0.62167996
1536,xgxSsjaJ6qQ,0.25079402,,,,,,0.74638987
1537,HCqwAIPJnQM,,0.09134655,,,,,0.88397324
1538,fOUTwcdUKKk,,,,,,0.16223778,0.8322599
1539,fGSo1z4ntiw,0.10930052,,,,,,0.8885941
1540,IBKpA2AhLhc,,,0.10724633,,,,0.89098257
1541,h-vpc2mJg80,0.10391109,,,,,,0.8945594
1542,QXKarl2DYRk,,,,,,,0.9966296
1543,G-Re0uhLCPc,,,,,,,0.98885155
1544,K3Ng04jo8ig,0.31041276,,,,,,0.68780327
1545,SDyV_KsZBS4,0.0519065,,,,,,0.93815625
1546,0OYbAWsmYvU,0.37963116,,,,,,0.61851025
1547,BEPg5uOH7tw,0.08625201,,,,,,0.9117983
1548,0s1szKtaaB0,0.4646569,,,,,,0.5313006
1549,1-nko1QiXZA,,,,,,,0.9960599
1550,jwiatph92-o,0.46588716,,,,,,0.52907676
1551,TdT-_9La7UY,0.2869129,,,,,,0.711858
1552,Th12F6f5hBs,0.28819567,,,,,,0.71044403
1553,lmuYqMIARjQ,0.19535367,,,,,,0.8000885
1554,2ljOUvnXApQ,0.15420969,,,,,,0.83650374
1555,EWXZwFoL-Kw,0.39236632,,,,,,0.6063627
1556,sIrPk9l2q-0,0.65799683,,,,,,0.33645675
1557,D2kc_LNO7Yw,,,,,,,0.991439
1558,EE0RiHt5oLk,,,,,,,0.99632585
1559,8F1xmbYucec,0.01134605,,0.030458698,,,0.08606591,0.8715124
1560,JFh6OMUWK5Q,0.3642642,,,,,,0.62923205
1561,GszAQmIMpMU,0.10350045,,,,,,0.89497435
